SPP;Família;Gênero;país;Estado;Município;Longitude;Latitude;Referência
Hetaerina;rosea;371;Uberlândia;MG;Uberabinha;-19.136;-48.222;Sp_Consulta
Hetaerina;rosea;371;Pedro Versiani;MG;rio todos os santos;-17.882;-41.311;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Pasto/Alterado);-19.782;-42.772;Sp_Consulta
Hetaerina;rosea;371;Jequitinhonha;MG;Hotspots I - Córrego dos Prates;-16.299;-40.787;Sp_Consulta
Hetaerina;rosea;371;Nova Roma;GO;Proj.CerrFrag Q709 P1;-13.8606;-46.8825;Sp_Consulta
Hetaerina;rosea;371;Jequitinhonha;MG;Hotspots I - Córrego dos Prates;-16.299;-40.787;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P4;-17.2913;-48.3247;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Mata);-19.753;-42.632;Sp_Consulta
Hetaerina;rosea;371;Ponte Nova;MG;Ribeirão Vau Açu;-20.416;-42.908;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Pasto/Alterado);-19.782;-42.772;Sp_Consulta
Hetaerina;rosea;371;Ituiutaba;MG;Rio Tijuco;-19.041;-49.508;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Pasto/Alterado);-19.782;-42.772;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Pasto/Alterado);-19.782;-42.772;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Pasto/Alterado);-19.782;-42.772;Sp_Consulta
Hetaerina;rosea;371;Jequié;BA;Hotspots II - 25 -Rio Est. B. Pedra;-13.913;-40.213;Sp_Consulta
Hetaerina;rosea;371;Patos de Minas;MG;Espirito Santo;-18.972;-46.888;Sp_Consulta
Hetaerina;rosea;371;Patos de Minas;MG;Espirito Santo;-18.972;-46.888;Sp_Consulta
Hetaerina;rosea;371;Marliéria;MG;PERD - Riacho Turvo (Pasto/Alterado);-19.782;-42.772;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P4;-16.4812;-48.4701;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P4;-16.4812;-48.4701;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P4;-16.4812;-48.4701;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P2;-16.4718;-48.4664;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P2;-16.4718;-48.4664;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P2;-16.4718;-48.4664;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P5;-14.3923;-48.6245;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P4;-14.2652;-48.6177;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P1;-14.3178;-48.6167;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P4;-14.2652;-48.6177;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P4;-14.2652;-48.6177;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P4;-16.4812;-48.4701;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P4;-14.2652;-48.6177;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P4;-16.4812;-48.4701;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P4;-14.2652;-48.6177;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P3;-16.7921;-47.2488;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P1;-14.3178;-48.6167;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P4;-17.2913;-48.3247;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P4;-17.2913;-48.3247;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Jequitinhonha;MG;Hotspots I - Córrego dos Prates;-16.299;-40.787;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P3;-16.4355;-48.4737;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P1;-16.8192;-47.4457;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P1;-16.8192;-47.4457;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P1;-16.8192;-47.4457;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P1;-16.8192;-47.4457;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Pires do Rio;GO;Proj.CerrFrag Q269 P6;-17.2973;-48.4261;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P1;-16.8192;-47.4457;Sp_Consulta
Hetaerina;rosea;371;Davinópolis;GO;;-18.1403;-47.548;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Portelândia;GO;Proj. Corredor Taquari, Ponto 2;-17.3545;-52.6712;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Serranópolis;GO;Proj. Corredor Taquari, Ponto 18;-18.2946;-51.9185;Sp_Consulta
Hetaerina;rosea;371;Serranópolis;GO;Proj. Corredor Taquari, Ponto 18;-18.2946;-51.9185;Sp_Consulta
Hetaerina;rosea;371;Alto Paraíso de Goiás;GO;Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
Hetaerina;rosea;371;Alto Paraíso de Goiás;GO;Vale Dourado - Córrego Aliança;-14.2127;-47.6325;Sp_Consulta
Hetaerina;rosea;371;Alto Paraíso de Goiás;GO;Vale Dourado - Córrego Aliança;-14.2127;-47.6325;Sp_Consulta
Hetaerina;rosea;371;Ituiutaba;MG;Rio Tijuco;-19.041;-49.508;Sp_Consulta
Hetaerina;rosea;371;Itarumã;GO;Córrego do Cervo;-18.927;-51.433;Sp_Consulta
Hetaerina;rosea;371;Cachoeira Dourada;GO;Bacias - Rio Meia Ponte;-18.488;-49.722;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Cachoeira Dourada;GO;Bacias - Rio Meia Ponte;-18.488;-49.722;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Cachoeira Dourada;GO;Bacias - Rio Meia Ponte;-18.488;-49.722;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;PTA6;-20.7173;-42.8456;Sp_Consulta
Hetaerina;rosea;371;Patos de Minas;MG;;-18.5794;-46.5184;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponto Motel - PTAII;-20.743;-42.8398;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponto Motel - PTAII;-20.743;-42.8398;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;PTA6;-20.7173;-42.8456;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;PTA6;-20.7173;-42.8456;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;PTA6;-20.7173;-42.8456;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;PTA6;-20.7173;-42.8456;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P3;-14.4171;-48.6205;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Cristalina;GO;Proj.CerrFrag Q335 P1;-16.8192;-47.4457;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P1;-14.3178;-48.6167;Sp_Consulta
Hetaerina;rosea;371;Pontalina;GO;Proj.CerrFrag Q265 P4;-17.4764;-49.4359;Sp_Consulta
Hetaerina;rosea;371;Niquelândia;GO;Proj.CerrFrag Q640 P2;-14.29;-48.643;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Viçosa;MG;Ponte Cimento Silvestre - PIDI;-20.7199;-42.8683;Sp_Consulta
Hetaerina;rosea;371;Pontalina;GO;Proj.CerrFrag Q265 P1;-17.4368;-49.4938;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Portelândia;GO;Proj. Corredor Taquari, Ponto 2;-17.3545;-52.6712;Sp_Consulta
Hetaerina;rosea;371;Pontalina;GO;Proj.CerrFrag Q265 P2;-17.4019;-49.3563;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Mineiros;GO;Proj. Corredor Taquari, Ponto 1;-17.5415;-52.5884;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Pontalina;GO;Proj.CerrFrag Q265 P4;-17.4764;-49.4359;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;rosea;371;Pontalina;GO;Proj.CerrFrag Q265 P6;-17.431;-49.3762;Sp_Consulta
Hetaerina;rosea;371;Santa Cruz de Goiás;GO;Proj.CerrFrag Q269 P1;-17.4219;-48.4017;Sp_Consulta
Hetaerina;rosea;371;Silvânia;GO;Proj.CerrFrag Q393 P1;-16.498;-48.4909;Sp_Consulta
Hetaerina;sanguinea;372;Ilha de Maracá;RR;;3.416;-61.666;Sp_Consulta
Hetaerina;sanguinea;372;Ilha de Maracá;RR;;3.416;-61.666;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Coa;-11.2871;-46.8;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Coa;-11.2871;-46.8;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Coa;-11.2871;-46.8;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Ricopa;-11.3128;-46.814;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Eugênio;-11.2545;-47.003;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Coa;-11.2871;-46.8;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Coa;-11.2871;-46.8;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Nova Roma;GO;Proj.CerrFrag Q709 P5;-13.8529;-46.9648;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;Vereda Dedo Cortado, Serra Geral;-11.2545;-46.9447;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Ricopa;-11.3128;-46.814;Sp_Consulta
Hetaerina;simplex;373;Almas;TO;ESEC da Serra Geral do Tocantins, Vereda Cascavel;-11.2358;-46.8186;Sp_Consulta
Hetaerina;simplex;373;Silvânia;GO;Proj.CerrFrag Q393 P5;-16.3976;-48.3795;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Coa;-11.2871;-46.8;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P3;-14.316;-47.5525;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P5;-14.3064;-47.647;Sp_Consulta
Hetaerina;simplex;373;Nova Roma;GO;Proj.CerrFrag Q709 P5;-13.8529;-46.9648;Sp_Consulta
Hetaerina;simplex;373;Nova Roma;GO;Proj.CerrFrag Q709 P5;-13.8529;-46.9648;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
Hetaerina;simplex;373;Nova Roma;GO;Proj.CerrFrag Q709 P5;-13.8529;-46.9648;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P5;-14.3064;-47.647;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Proj.CerrFrag Q644 P1;-14.2813;-47.5349;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Rio da Conceição;TO;ESEC da Serra Geral do Tocantins, Vereda Ricopa;-11.3128;-46.814;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Ponte Alta;TO;ESEC da Serra Geral do Tocantins, Vereda Brejão;-11.0632;-46.9167;Sp_Consulta
Hetaerina;simplex;373;Feira Nova;MA;Fazenda Bebedouro - Rio Bananeira - Ponto2;-6.8794;-46.5683;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;PNCV - Córrego Estiva;-14.1363;-47.7161;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;PNCV - Córrego Estiva;-14.1363;-47.7161;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego João Melo;-14.1819;-47.6433;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego João Melo;-14.1819;-47.6433;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego João Melo;-14.1819;-47.6433;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Córrego João Melo;-14.1819;-47.6433;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;Fazenda Templo Terra - Córrego Fadinha;-14.1855;-47.6413;Sp_Consulta
Hetaerina;simplex;373;Alto Paraíso de Goiás;GO;PNCV - Córrego Barro Vermelho;-14.1633;-47.7758;Sp_Consulta
